HOURLY,HOUR,TEMP,RH,WD,WS,PRECIP
14/07/2024,21,15.3,79.0,61.0,10.1,0.0
14/07/2024,22,14.7,82.0,44.0,9.3,0.0
14/07/2024,23,13.0,87.0,19.0,7.2,0.0
15/07/2024,0,12.7,82.0,40.0,3.9,0.0
15/07/2024,1,10.4,89.0,25.0,2.5,0.0
15/07/2024,2,9.0,95.0,108.0,0.7,0.0
15/07/2024,3,8.0,95.0,10.0,0.8,0.0
15/07/2024,4,8.1,96.0,299.0,0.9,0.0
15/07/2024,5,8.5,96.0,323.0,1.3,0.0
15/07/2024,6,9.6,93.0,263.0,1.6,0.0
15/07/2024,7,11.5,77.0,218.0,6.7,0.0
15/07/2024,8,13.9,68.0,218.0,9.3,0.0
15/07/2024,9,17.5,61.0,215.0,9.6,0.0
15/07/2024,10,21.0,47.0,218.0,11.2,0.0
15/07/2024,11,25.5,27.0,210.0,7.0,0.0
15/07/2024,12,27.4,26.0,231.0,9.5,0.0
15/07/2024,13,27.9,26.0,225.0,12.5,0.0
15/07/2024,14,28.1,26.0,221.0,12.0,0.0
15/07/2024,15,27.7,26.0,222.0,12.0,0.0
15/07/2024,16,28.9,23.0,222.0,10.6,0.0
15/07/2024,17,27.9,25.0,220.0,12.8,0.0
15/07/2024,18,25.9,36.0,212.0,6.7,0.0
15/07/2024,19,23.8,47.0,23.0,11.3,0.0
15/07/2024,20,23.0,49.0,18.0,12.1,0.0
15/07/2024,21,22.0,51.0,20.0,10.7,0.0
15/07/2024,22,21.0,54.0,41.0,7.2,0.0
15/07/2024,23,19.1,59.0,48.0,5.9,0.0
16/07/2024,0,16.9,66.0,39.0,4.7,0.0
16/07/2024,1,14.9,71.0,43.0,4.5,0.0
16/07/2024,2,12.5,80.0,357.0,1.4,0.0
16/07/2024,3,12.1,83.0,334.0,0.4,0.0
16/07/2024,4,10.8,87.0,180.0,2.1,0.0
16/07/2024,5,10.0,90.0,101.0,1.4,0.0
16/07/2024,6,10.7,88.0,209.0,1.4,0.0
16/07/2024,7,14.1,69.0,232.0,5.7,0.0
16/07/2024,8,16.3,60.0,217.0,7.5,0.0
16/07/2024,9,19.7,53.0,212.0,8.7,0.0
16/07/2024,10,23.1,46.0,214.0,7.0,0.0
16/07/2024,11,25.8,35.0,240.0,4.3,0.0
16/07/2024,12,27.1,27.0,217.0,11.0,0.0
16/07/2024,13,28.1,22.0,221.0,13.6,0.0
16/07/2024,14,28.6,17.0,226.0,11.5,0.0
16/07/2024,15,28.2,20.0,235.0,9.7,0.0
16/07/2024,16,28.2,22.0,277.0,5.4,0.0
16/07/2024,17,27.7,23.0,254.0,4.9,0.0
16/07/2024,18,25.5,42.0,16.0,7.3,0.0
16/07/2024,19,25.0,44.0,24.0,11.2,0.0
16/07/2024,20,23.7,47.0,34.0,9.9,0.0
16/07/2024,21,22.0,54.0,29.0,8.2,0.0
16/07/2024,22,19.6,57.0,40.0,4.8,0.0
16/07/2024,23,18.2,58.0,34.0,6.2,0.0
17/07/2024,0,14.9,68.0,42.0,3.0,0.0
17/07/2024,1,13.3,77.0,326.0,0.5,0.0
17/07/2024,2,13.1,77.0,281.0,1.5,0.0
17/07/2024,3,11.3,82.0,270.0,0.8,0.0
17/07/2024,4,10.9,82.0,310.0,1.4,0.0
17/07/2024,5,9.7,85.0,306.0,1.5,0.0
17/07/2024,6,10.8,81.0,289.0,1.4,0.0
17/07/2024,7,14.2,66.0,236.0,4.6,0.0
17/07/2024,8,16.3,54.0,225.0,7.3,0.0
17/07/2024,9,20.1,47.0,216.0,8.4,0.0
17/07/2024,10,23.5,42.0,215.0,7.1,0.0
17/07/2024,11,27.4,33.0,242.0,3.3,0.0
17/07/2024,12,30.3,21.0,241.0,5.1,0.0
17/07/2024,13,30.6,17.0,221.0,7.2,0.0
17/07/2024,14,31.7,15.0,204.0,7.7,0.0
17/07/2024,15,31.9,13.0,212.0,8.3,0.0
17/07/2024,16,31.5,15.0,228.0,8.8,0.0
17/07/2024,17,30.8,21.0,73.0,10.6,0.0
17/07/2024,18,29.6,24.0,51.0,10.5,0.0
17/07/2024,19,27.3,30.0,26.0,9.5,0.0
17/07/2024,20,26.1,35.0,50.0,9.0,0.0
17/07/2024,21,24.5,40.0,45.0,7.8,0.0
17/07/2024,22,22.2,49.0,88.0,3.8,0.0
17/07/2024,23,16.9,86.0,57.0,2.7,0.2
18/07/2024,0,16.3,86.0,50.0,3.8,0.0
18/07/2024,1,15.4,86.0,165.0,2.2,0.0
18/07/2024,2,14.1,89.0,43.0,1.6,0.0
18/07/2024,3,13.1,81.0,255.0,1.6,0.0
18/07/2024,4,11.7,81.0,340.0,2.4,0.0
18/07/2024,5,11.3,83.0,351.0,1.0,0.0
18/07/2024,6,11.7,82.0,341.0,1.8,0.0
18/07/2024,7,15.5,66.0,323.0,1.7,0.0
18/07/2024,8,17.0,58.0,232.0,5.4,0.0
18/07/2024,9,19.1,52.0,221.0,8.1,0.0
18/07/2024,10,20.4,49.0,206.0,6.3,0.0
18/07/2024,11,21.3,50.0,76.0,1.8,0.0
18/07/2024,12,25.3,33.0,123.0,2.3,0.0
18/07/2024,13,27.5,30.0,86.0,3.7,0.0
18/07/2024,14,28.8,25.0,189.0,5.5,0.0
18/07/2024,15,27.0,29.0,242.0,6.7,0.0
18/07/2024,16,25.4,31.0,319.0,7.7,0.0
18/07/2024,17,25.3,31.0,346.0,8.5,0.0
18/07/2024,18,20.3,58.0,55.0,7.2,0.0
18/07/2024,19,19.8,65.0,237.0,4.5,0.0
18/07/2024,20,18.7,70.0,347.0,2.5,0.0
18/07/2024,21,16.0,84.0,37.0,3.1,0.0
18/07/2024,22,13.8,88.0,45.0,2.4,0.0
18/07/2024,23,12.7,92.0,6.0,1.4,0.0
19/07/2024,0,11.4,94.0,186.0,1.2,0.0
19/07/2024,1,10.3,94.0,38.0,1.3,0.0
19/07/2024,2,9.7,94.0,181.0,0.9,0.0
19/07/2024,3,9.1,96.0,239.0,0.7,0.0
19/07/2024,4,8.5,97.0,269.0,1.0,0.0
19/07/2024,5,7.7,97.0,42.0,0.8,0.0
19/07/2024,6,8.5,97.0,9.0,1.5,0.0
19/07/2024,7,11.7,81.0,252.0,3.7,0.0
19/07/2024,8,14.2,70.0,221.0,6.6,0.0
19/07/2024,9,17.5,58.0,224.0,7.4,0.0
19/07/2024,10,21.7,45.0,210.0,4.4,0.0
19/07/2024,11,25.4,38.0,237.0,2.7,0.0
19/07/2024,12,29.1,29.0,159.0,3.8,0.0
19/07/2024,13,28.1,24.0,186.0,6.8,0.0
19/07/2024,14,29.5,22.0,142.0,8.3,0.0
19/07/2024,15,28.6,27.0,134.0,5.4,0.0
19/07/2024,16,28.9,22.0,215.0,12.0,0.0
19/07/2024,17,29.5,20.0,200.0,8.5,0.0
19/07/2024,18,28.4,26.0,47.0,7.4,0.0
19/07/2024,19,26.0,32.0,44.0,7.2,0.0
19/07/2024,20,24.0,38.0,70.0,10.4,0.0
19/07/2024,21,21.5,45.0,74.0,4.0,0.0
19/07/2024,22,18.9,53.0,186.0,1.4,0.0
19/07/2024,23,17.2,57.0,35.0,1.8,0.0
20/07/2024,0,15.9,61.0,52.0,3.4,0.0
20/07/2024,1,17.0,64.0,234.0,2.7,0.0
20/07/2024,2,16.0,70.0,226.0,3.6,0.0
20/07/2024,3,14.0,77.0,248.0,2.1,0.0
20/07/2024,4,10.9,78.0,209.0,2.3,0.0
20/07/2024,5,10.2,82.0,38.0,1.2,0.0
20/07/2024,6,11.0,87.0,353.0,1.0,0.0
20/07/2024,7,13.6,77.0,232.0,6.0,0.0
20/07/2024,8,15.3,68.0,230.0,7.6,0.0
20/07/2024,9,18.2,60.0,224.0,9.3,0.0
20/07/2024,10,20.9,49.0,227.0,7.5,0.0
20/07/2024,11,24.2,39.0,218.0,4.7,0.0
20/07/2024,12,26.9,29.0,71.0,3.6,0.0
20/07/2024,13,29.4,24.0,69.0,5.6,0.0
20/07/2024,14,30.4,21.0,58.0,6.3,0.0
20/07/2024,15,31.0,21.0,58.0,6.4,0.0
20/07/2024,16,31.5,18.0,152.0,7.4,0.0
20/07/2024,17,31.2,20.0,106.0,7.2,0.0
20/07/2024,18,28.5,32.0,53.0,10.7,0.0
20/07/2024,19,27.0,36.0,29.0,12.9,0.0
20/07/2024,20,25.8,38.0,43.0,10.0,0.0
20/07/2024,21,23.8,43.0,50.0,7.1,0.0
20/07/2024,22,22.6,47.0,61.0,6.7,0.0
20/07/2024,23,20.0,54.0,34.0,5.0,0.0
21/07/2024,0,18.6,58.0,46.0,6.1,0.0
21/07/2024,1,17.3,62.0,49.0,6.5,0.0
21/07/2024,2,14.9,69.0,55.0,3.9,0.0
21/07/2024,3,12.9,77.0,54.0,0.8,0.0
21/07/2024,4,12.0,83.0,43.0,0.3,0.0
21/07/2024,5,10.5,87.0,21.0,1.0,0.0
21/07/2024,6,10.8,87.0,17.0,0.8,0.0
21/07/2024,7,15.5,66.0,232.0,3.7,0.0
21/07/2024,8,17.7,60.0,221.0,7.7,0.0
21/07/2024,9,21.5,53.0,212.0,5.9,0.0
21/07/2024,10,24.3,44.0,244.0,3.3,0.0
21/07/2024,11,27.7,39.0,7.0,3.5,0.0
21/07/2024,12,30.5,26.0,102.0,6.2,0.0
21/07/2024,13,31.3,19.0,101.0,7.4,0.0
21/07/2024,14,32.0,21.0,127.0,7.5,0.0
21/07/2024,15,32.2,23.0,116.0,9.5,0.0
21/07/2024,16,30.8,24.0,110.0,8.3,0.0
21/07/2024,17,31.6,23.0,82.0,6.4,0.0
21/07/2024,18,31.0,26.0,88.0,7.7,0.0
21/07/2024,19,28.6,31.0,57.0,9.0,0.0
21/07/2024,20,26.9,34.0,80.0,7.8,0.0
21/07/2024,21,24.8,38.0,68.0,6.5,0.0
21/07/2024,22,23.3,41.0,79.0,5.3,0.0
21/07/2024,23,20.9,49.0,24.0,5.4,0.0
22/07/2024,0,19.3,55.0,36.0,4.2,0.0
22/07/2024,1,17.0,59.0,26.0,3.8,0.0
22/07/2024,2,14.7,68.0,56.0,0.9,0.0
22/07/2024,3,13.4,73.0,63.0,0.8,0.0
22/07/2024,4,12.2,79.0,174.0,0.7,0.0
22/07/2024,5,11.2,83.0,348.0,0.9,0.0
22/07/2024,6,11.3,84.0,38.0,1.3,0.0
22/07/2024,7,16.1,65.0,235.0,3.3,0.0
22/07/2024,8,18.3,58.0,223.0,8.3,0.0
22/07/2024,9,21.2,50.0,209.0,7.3,0.0
22/07/2024,10,24.2,41.0,207.0,6.4,0.0
22/07/2024,11,25.5,39.0,220.0,6.0,0.0
22/07/2024,12,30.0,28.0,245.0,4.3,0.0
22/07/2024,13,31.0,24.0,245.0,3.3,0.0
22/07/2024,14,31.1,20.0,134.0,5.8,0.0
22/07/2024,15,31.3,20.0,359.0,4.7,0.0
22/07/2024,16,30.5,26.0,55.0,3.7,0.0
22/07/2024,17,31.2,21.0,204.0,4.5,0.0
22/07/2024,18,25.3,34.0,236.0,13.5,0.0
22/07/2024,19,24.2,38.0,233.0,11.2,0.0
22/07/2024,20,22.2,44.0,223.0,9.6,0.0
22/07/2024,21,20.2,54.0,230.0,6.9,0.0
22/07/2024,22,18.5,58.0,245.0,4.6,0.0
22/07/2024,23,15.9,70.0,296.0,1.7,0.0
23/07/2024,0,14.0,71.0,276.0,1.9,0.0
23/07/2024,1,13.0,83.0,299.0,1.9,0.0
23/07/2024,2,11.7,85.0,262.0,1.7,0.0
23/07/2024,3,12.4,82.0,246.0,2.9,0.0
23/07/2024,4,12.6,82.0,246.0,5.2,0.0
23/07/2024,5,12.6,82.0,250.0,6.7,0.0
23/07/2024,6,13.9,75.0,213.0,13.6,0.0
23/07/2024,7,18.9,52.0,220.0,10.4,0.0
23/07/2024,8,22.8,38.0,224.0,10.2,0.0
23/07/2024,9,24.7,31.0,231.0,10.9,0.0
23/07/2024,10,25.8,24.0,227.0,14.9,0.0
23/07/2024,11,26.5,23.0,239.0,13.2,0.0
23/07/2024,12,27.1,21.0,242.0,11.5,0.0
23/07/2024,13,27.6,19.0,231.0,13.5,0.0
23/07/2024,14,28.2,19.0,236.0,12.9,0.0
23/07/2024,15,28.9,18.0,245.0,11.5,0.0
23/07/2024,16,28.7,16.0,254.0,10.8,0.0
23/07/2024,17,28.5,14.0,258.0,10.2,0.0
23/07/2024,18,28.1,15.0,263.0,9.9,0.0
23/07/2024,19,26.6,18.0,267.0,6.0,0.0
23/07/2024,20,24.2,22.0,249.0,6.0,0.0
23/07/2024,21,21.4,28.0,224.0,5.5,0.0
23/07/2024,22,19.4,33.0,223.0,6.7,0.0
23/07/2024,23,15.8,40.0,238.0,3.4,0.0
24/07/2024,0,15.6,40.0,33.0,1.6,0.0
24/07/2024,1,13.0,47.0,309.0,2.7,0.0
24/07/2024,2,12.7,49.0,313.0,2.3,0.0
24/07/2024,3,9.3,59.0,339.0,1.8,0.0
24/07/2024,4,8.2,67.0,37.0,2.0,0.0
24/07/2024,5,7.7,67.0,39.0,2.0,0.0
24/07/2024,6,8.5,63.0,239.0,2.9,0.0
24/07/2024,7,11.8,51.0,221.0,4.4,0.0
24/07/2024,8,14.8,45.0,223.0,9.5,0.0
24/07/2024,9,18.9,37.0,214.0,10.7,0.0
24/07/2024,10,24.2,21.0,234.0,9.6,0.0
24/07/2024,11,26.0,17.0,242.0,10.8,0.0
24/07/2024,12,26.8,17.0,248.0,11.7,0.0
24/07/2024,13,28.3,17.0,253.0,11.0,0.0
24/07/2024,14,28.4,16.0,263.0,11.4,0.0
24/07/2024,15,29.2,15.0,260.0,12.2,0.0
24/07/2024,16,29.2,15.0,263.0,11.1,0.0
24/07/2024,17,29.6,15.0,250.0,10.0,0.0
24/07/2024,18,29.3,14.0,223.0,11.5,0.0
24/07/2024,19,27.7,15.0,202.0,8.9,0.0
24/07/2024,20,26.5,16.0,213.0,6.5,0.0
24/07/2024,21,20.2,27.0,229.0,5.6,0.0
24/07/2024,22,19.3,29.0,300.0,3.3,0.0
24/07/2024,23,17.9,33.0,338.0,4.1,0.0
25/07/2024,0,18.8,67.0,34.0,9.4,0.0
25/07/2024,1,17.7,73.0,38.0,7.5,0.0
25/07/2024,2,17.0,76.0,57.0,4.8,0.0
25/07/2024,3,14.1,73.0,34.0,3.3,0.0
25/07/2024,4,13.0,80.0,32.0,2.5,0.0
25/07/2024,5,13.0,72.0,17.0,3.1,0.0
25/07/2024,6,13.6,76.0,14.0,3.8,0.0
25/07/2024,7,16.1,73.0,55.0,4.3,0.0
25/07/2024,8,17.3,47.0,228.0,4.7,0.0
25/07/2024,9,15.7,54.0,264.0,10.7,0.0
25/07/2024,10,17.1,48.0,237.0,13.6,0.0
25/07/2024,11,9.5,91.0,275.0,14.8,1.9
25/07/2024,12,9.4,85.0,243.0,9.8,2.4
25/07/2024,13,11.5,76.0,228.0,10.0,0.0
25/07/2024,14,13.9,53.0,223.0,13.0,0.0
25/07/2024,15,14.0,56.0,227.0,12.5,0.0
25/07/2024,16,14.4,39.0,284.0,11.2,0.0
25/07/2024,17,16.1,32.0,243.0,12.4,0.0
25/07/2024,18,14.5,37.0,251.0,10.3,0.0
25/07/2024,19,11.8,54.0,248.0,10.5,0.0
25/07/2024,20,11.5,55.0,236.0,10.4,0.0
25/07/2024,21,11.2,57.0,241.0,12.2,0.0
25/07/2024,22,11.3,52.0,236.0,13.3,0.0
25/07/2024,23,11.5,50.0,237.0,10.8,0.0
26/07/2024,0,11.3,52.0,239.0,10.7,0.0
26/07/2024,1,11.4,51.0,236.0,10.5,0.0
26/07/2024,2,11.0,54.0,234.0,10.7,0.0
26/07/2024,3,10.5,57.0,238.0,7.8,0.0
26/07/2024,4,10.7,56.0,237.0,9.3,0.0
26/07/2024,5,10.7,56.0,231.0,10.4,0.0
26/07/2024,6,11.3,53.0,237.0,9.3,0.0
26/07/2024,7,10.9,57.0,233.0,11.3,0.0
26/07/2024,8,12.3,49.0,240.0,8.6,0.0
26/07/2024,9,13.4,45.0,243.0,8.7,0.0
26/07/2024,10,13.1,48.0,249.0,9.0,0.0
26/07/2024,11,13.5,45.0,245.0,9.5,0.0
26/07/2024,12,14.3,41.0,235.0,12.3,0.0
26/07/2024,13,14.2,42.0,235.0,11.3,0.0
26/07/2024,14,14.0,44.0,237.0,13.9,0.0
26/07/2024,15,15.6,40.0,246.0,10.1,0.0
26/07/2024,16,15.1,40.0,240.0,11.0,0.0
26/07/2024,17,15.2,39.0,245.0,10.0,0.0
26/07/2024,18,15.0,39.0,260.0,7.4,0.0
26/07/2024,19,14.7,41.0,261.0,6.4,0.0
26/07/2024,20,14.5,40.0,268.0,5.1,0.0
26/07/2024,21,12.7,50.0,251.0,5.7,0.0
26/07/2024,22,11.6,54.0,245.0,4.4,0.0
26/07/2024,23,11.4,55.0,239.0,4.7,0.0
27/07/2024,0,10.8,57.0,227.0,4.9,0.0
27/07/2024,1,9.8,60.0,226.0,5.2,0.0
27/07/2024,2,9.6,63.0,209.0,4.9,0.0
27/07/2024,3,9.5,64.0,215.0,6.8,0.0
27/07/2024,4,10.2,61.0,223.0,7.0,0.0
27/07/2024,5,10.6,61.0,240.0,7.0,0.0
27/07/2024,6,10.4,65.0,256.0,5.9,0.0
27/07/2024,7,10.7,65.0,251.0,7.3,0.0
27/07/2024,8,11.3,63.0,246.0,7.5,0.0
27/07/2024,9,12.3,61.0,231.0,9.3,0.0
27/07/2024,10,14.7,56.0,237.0,9.1,0.0
27/07/2024,11,14.7,48.0,223.0,12.4,0.0
27/07/2024,12,15.5,44.0,226.0,9.1,0.0
27/07/2024,13,17.3,43.0,225.0,10.9,0.0
27/07/2024,14,19.4,36.0,222.0,13.1,0.0
27/07/2024,15,19.4,34.0,225.0,14.1,0.0
27/07/2024,16,18.9,35.0,227.0,12.8,0.0
27/07/2024,17,18.7,36.0,224.0,13.8,0.0
27/07/2024,18,18.8,36.0,227.0,13.5,0.0
27/07/2024,19,18.2,38.0,246.0,7.2,0.0
27/07/2024,20,17.1,40.0,253.0,4.8,0.0
27/07/2024,21,14.8,48.0,238.0,4.6,0.0
27/07/2024,22,12.9,56.0,214.0,5.0,0.0
27/07/2024,23,11.2,61.0,220.0,4.8,0.0
28/07/2024,0,10.9,65.0,324.0,1.5,0.0
28/07/2024,1,11.2,63.0,284.0,1.5,0.0
28/07/2024,2,10.5,65.0,235.0,2.3,0.0
28/07/2024,3,9.8,70.0,218.0,7.2,0.0
28/07/2024,4,8.8,74.0,218.0,6.3,0.0
28/07/2024,5,7.6,81.0,224.0,4.2,0.0
28/07/2024,6,8.3,77.0,228.0,6.8,0.0
28/07/2024,7,9.6,72.0,226.0,5.9,0.0
28/07/2024,8,12.6,61.0,234.0,8.0,0.0
28/07/2024,9,15.1,55.0,226.0,9.9,0.0
28/07/2024,10,18.8,41.0,241.0,9.0,0.0
28/07/2024,11,21.6,28.0,242.0,8.3,0.0
28/07/2024,12,22.1,26.0,244.0,11.1,0.0
28/07/2024,13,22.9,25.0,236.0,12.3,0.0
28/07/2024,14,22.7,25.0,235.0,11.9,0.0
28/07/2024,15,23.7,24.0,232.0,13.9,0.0
28/07/2024,16,23.2,25.0,252.0,9.6,0.0
28/07/2024,17,22.9,27.0,241.0,8.1,0.0
28/07/2024,18,22.1,27.0,240.0,9.1,0.0
28/07/2024,19,21.0,29.0,240.0,7.1,0.0
28/07/2024,20,18.3,37.0,233.0,3.6,0.0
28/07/2024,21,15.5,44.0,200.0,2.8,0.0
28/07/2024,22,13.4,51.0,207.0,2.6,0.0
28/07/2024,23,12.3,54.0,226.0,3.6,0.0
29/07/2024,0,11.3,58.0,241.0,3.7,0.0
29/07/2024,1,9.5,64.0,337.0,2.0,0.0
29/07/2024,2,10.2,65.0,278.0,2.1,0.0
29/07/2024,3,7.5,72.0,331.0,1.8,0.0
29/07/2024,4,7.2,74.0,314.0,1.8,0.0
29/07/2024,5,6.4,83.0,34.0,1.5,0.0
29/07/2024,6,8.3,76.0,327.0,1.9,0.0
29/07/2024,7,10.9,67.0,273.0,2.8,0.0
29/07/2024,8,13.4,57.0,211.0,8.9,0.0
29/07/2024,9,16.8,49.0,215.0,9.8,0.0
29/07/2024,10,20.1,40.0,221.0,11.6,0.0
29/07/2024,11,20.4,38.0,227.0,12.5,0.0
29/07/2024,12,21.4,36.0,228.0,12.8,0.0
29/07/2024,13,21.2,33.0,226.0,17.7,0.0
29/07/2024,14,21.2,34.0,245.0,14.2,0.0
29/07/2024,15,20.8,37.0,250.0,13.6,0.0
29/07/2024,16,19.6,40.0,255.0,11.9,0.0
29/07/2024,17,19.6,41.0,249.0,11.2,0.0
29/07/2024,18,18.4,46.0,229.0,12.9,0.0
29/07/2024,19,18.3,45.0,226.0,12.6,0.0
29/07/2024,20,18.0,45.0,237.0,9.0,0.0
29/07/2024,21,17.3,48.0,242.0,7.4,0.0
29/07/2024,22,17.0,49.0,238.0,8.1,0.0
29/07/2024,23,15.7,57.0,239.0,8.3,0.0
30/07/2024,0,14.6,64.0,241.0,6.8,0.0
30/07/2024,1,14.1,66.0,223.0,9.0,0.0
30/07/2024,2,13.5,69.0,230.0,6.7,0.0
30/07/2024,3,13.7,70.0,220.0,9.0,0.0
30/07/2024,4,13.8,69.0,233.0,8.3,0.0
30/07/2024,5,13.5,71.0,231.0,7.9,0.0
30/07/2024,6,13.4,73.0,242.0,7.4,0.0
30/07/2024,7,13.8,72.0,229.0,8.9,0.0
30/07/2024,8,14.7,68.0,236.0,7.6,0.0
30/07/2024,9,17.9,54.0,217.0,12.0,0.0
30/07/2024,10,17.7,60.0,220.0,12.0,0.0
30/07/2024,11,18.6,56.0,225.0,11.1,0.0
30/07/2024,12,17.6,55.0,240.0,8.2,0.0
30/07/2024,13,19.2,48.0,223.0,12.4,0.0
30/07/2024,14,17.9,54.0,256.0,10.3,0.0
30/07/2024,15,19.1,47.0,246.0,8.3,0.0
30/07/2024,16,21.6,40.0,231.0,11.4,0.0
30/07/2024,17,20.6,41.0,231.0,11.8,0.0
30/07/2024,18,19.5,43.0,237.0,11.2,0.0
30/07/2024,19,18.7,48.0,239.0,9.1,0.0
30/07/2024,20,18.1,50.0,232.0,9.2,0.0
30/07/2024,21,17.7,51.0,234.0,8.7,0.0
30/07/2024,22,17.3,52.0,237.0,9.3,0.0
30/07/2024,23,16.5,56.0,233.0,8.6,0.0
31/07/2024,0,15.5,61.0,225.0,8.4,0.0
31/07/2024,1,14.4,65.0,227.0,7.2,0.0
31/07/2024,2,14.1,66.0,220.0,6.2,0.0
31/07/2024,3,13.8,68.0,233.0,5.3,0.0
31/07/2024,4,13.0,69.0,231.0,4.8,0.0
31/07/2024,5,11.7,73.0,229.0,5.2,0.0
31/07/2024,6,10.1,81.0,250.0,2.5,0.0
31/07/2024,7,13.6,66.0,236.0,4.6,0.0
31/07/2024,8,14.9,62.0,232.0,7.1,0.0
31/07/2024,9,19.5,46.0,228.0,9.5,0.0
31/07/2024,10,20.9,39.0,233.0,13.8,0.0
31/07/2024,11,21.7,36.0,231.0,13.4,0.0
31/07/2024,12,22.4,34.0,230.0,18.2,0.0
31/07/2024,13,23.7,33.0,225.0,19.6,0.0
31/07/2024,14,23.2,33.0,219.0,19.7,0.0
31/07/2024,15,24.5,32.0,222.0,20.5,0.0
31/07/2024,16,24.6,30.0,227.0,18.4,0.0
31/07/2024,17,24.8,30.0,227.0,16.5,0.0
31/07/2024,18,24.5,30.0,228.0,15.6,0.0
31/07/2024,19,23.0,33.0,228.0,15.6,0.0
31/07/2024,20,21.7,36.0,234.0,10.5,0.0
31/07/2024,21,20.8,38.0,246.0,5.6,0.0
31/07/2024,22,20.7,38.0,249.0,5.0,0.0
31/07/2024,23,16.8,49.0,226.0,4.3,0.0
01/08/2024,0,14.6,59.0,235.0,3.1,0.0
01/08/2024,1,13.4,61.0,329.0,2.7,0.0
01/08/2024,2,11.5,68.0,327.0,1.7,0.0
01/08/2024,3,10.6,73.0,10.0,1.2,0.0
01/08/2024,4,8.8,76.0,47.0,1.6,0.0
01/08/2024,5,7.1,83.0,38.0,1.2,0.0
01/08/2024,6,7.1,85.0,12.0,0.8,0.0
01/08/2024,7,12.3,68.0,204.0,3.0,0.0
01/08/2024,8,15.4,58.0,222.0,6.8,0.0
01/08/2024,9,19.1,51.0,207.0,10.1,0.0
01/08/2024,10,24.4,32.0,213.0,8.7,0.0
01/08/2024,11,25.5,26.0,231.0,14.4,0.0
01/08/2024,12,26.9,25.0,224.0,17.0,0.0
01/08/2024,13,27.0,22.0,223.0,18.4,0.0
01/08/2024,14,28.2,20.0,225.0,16.4,0.0
01/08/2024,15,28.7,19.0,219.0,17.6,0.0
01/08/2024,16,29.1,18.0,221.0,17.7,0.0
01/08/2024,17,29.2,18.0,223.0,15.7,0.0
01/08/2024,18,29.0,19.0,223.0,15.0,0.0
01/08/2024,19,27.1,21.0,230.0,13.0,0.0
01/08/2024,20,24.0,27.0,233.0,6.5,0.0
01/08/2024,21,20.6,34.0,215.0,5.1,0.0
01/08/2024,22,18.4,40.0,198.0,5.1,0.0
01/08/2024,23,17.5,42.0,206.0,6.5,0.0
02/08/2024,0,17.4,41.0,213.0,8.4,0.0
02/08/2024,1,16.0,43.0,221.0,7.9,0.0
02/08/2024,2,15.2,44.0,217.0,6.7,0.0
02/08/2024,3,12.4,51.0,222.0,4.3,0.0
02/08/2024,4,10.4,58.0,342.0,1.5,0.0
02/08/2024,5,11.3,56.0,281.0,2.4,0.0
02/08/2024,6,11.0,59.0,260.0,2.6,0.0
02/08/2024,7,12.8,51.0,241.0,3.4,0.0
02/08/2024,8,14.9,48.0,204.0,6.4,0.0
02/08/2024,9,18.6,38.0,163.0,5.8,0.0
02/08/2024,10,21.8,33.0,35.0,9.0,0.0
02/08/2024,11,24.6,31.0,49.0,10.3,0.0
02/08/2024,12,26.7,27.0,61.0,9.6,0.0
02/08/2024,13,28.0,27.0,91.0,10.2,0.0
02/08/2024,14,28.9,28.0,122.0,9.9,0.0
02/08/2024,15,27.9,32.0,162.0,10.6,0.0
02/08/2024,16,28.0,29.0,121.0,8.4,0.0
02/08/2024,17,27.1,34.0,73.0,7.1,0.0
02/08/2024,18,26.1,39.0,36.0,8.0,0.0
02/08/2024,19,24.7,43.0,41.0,7.6,0.0
02/08/2024,20,22.4,49.0,47.0,5.9,0.0
02/08/2024,21,20.5,54.0,72.0,4.4,0.0
02/08/2024,22,20.0,56.0,52.0,7.3,0.0
02/08/2024,23,17.5,58.0,13.0,4.6,0.0
03/08/2024,0,16.1,59.0,355.0,3.5,0.0
03/08/2024,1,14.5,67.0,145.0,1.1,0.0
03/08/2024,2,12.6,74.0,56.0,1.7,0.0
03/08/2024,3,12.7,76.0,63.0,1.4,0.0
03/08/2024,4,12.1,79.0,62.0,0.9,0.0
03/08/2024,5,11.5,80.0,37.0,0.9,0.0
03/08/2024,6,12.5,73.0,250.0,2.3,0.0
03/08/2024,7,13.5,68.0,282.0,1.6,0.0
03/08/2024,8,16.2,56.0,229.0,6.7,0.0
03/08/2024,9,18.9,49.0,216.0,6.9,0.0
03/08/2024,10,21.2,41.0,208.0,7.1,0.0
03/08/2024,11,24.4,35.0,226.0,5.4,0.0
03/08/2024,12,28.2,26.0,191.0,3.3,0.0
03/08/2024,13,29.6,23.0,147.0,5.2,0.0
03/08/2024,14,31.1,19.0,227.0,11.1,0.0
03/08/2024,15,27.3,26.0,232.0,10.9,0.0
03/08/2024,16,20.9,54.0,358.0,10.9,0.0
03/08/2024,17,19.8,55.0,42.0,8.2,0.5
03/08/2024,18,19.8,53.0,39.0,9.7,0.0
03/08/2024,19,19.1,51.0,30.0,9.5,0.0
03/08/2024,20,16.7,64.0,37.0,4.3,0.0
03/08/2024,21,15.3,69.0,58.0,5.7,0.0
