DATE,TEMP,RH,WS,WD,PRECIP_24H,FFMC,DMC,DC,ISI,BUI,FWI,DSR,category,SPREAD_EVENT_DAYS
2024-07-01,14.2,76.0,4.2,64.0,3.8,48.55300063744975,9.89478871356912,108.99481252986507,0.1688461916838956,16.12900996411664,0.13400443351311883,0.0007754786220006502,moderate,5
2024-07-02,17.9,36.0,13.1,223.0,0.6,77.99955317754683,12.75063767356912,115.92081252986507,1.822843796317161,20.001220755602795,2.759761152236782,0.16402553151637297,moderate,2
2024-07-03,12.5,65.0,2.1,36.0,1.6,69.01803639773345,13.08987497148905,121.87481252986507,0.6740421984334313,20.638178760176302,0.6232701860244643,0.011780020571951459,moderate,4
2024-07-04,19.1,33.0,13.4,222.0,0.0,85.74526945091344,16.26841607548905,129.01681252986506,4.590379817531971,24.738355201536468,8.292911721883156,1.1499537371894681,high,5
2024-07-05,21.2,25.0,9.6,245.0,0.0,91.20619666386312,20.19638267548905,136.53681252986507,8.26189472262658,29.488131379269056,14.746168037808085,3.185158510635211,extreme,2
2024-07-06,21.2,32.0,5.8,207.0,0.7,89.85250551740216,23.75773905948905,144.05681252986508,5.622485117338127,33.64408596954726,11.684271679593573,2.1097151343995857,high,6
2024-07-07,24.6,25.0,11.5,221.0,0.0,92.57119086376112,28.28458845948905,152.1888125298651,11.02937085616687,38.62353030247914,20.950041473932366,5.930156491095415,extreme,3
2024-07-08,27.3,23.0,8.6,220.0,0.0,93.72921498362722,33.420419467489054,160.80681252986508,11.205163580831925,43.986562180705704,22.607152286597504,6.785534702721211,extreme,1
2024-07-09,29.1,19.0,4.4,165.0,0.0,94.92692647601305,39.16546693948906,169.7488125298651,10.698361098483518,49.676678690055,23.25341854016378,7.132644113167788,extreme,9
2024-07-10,29.9,16.0,13.5,229.0,0.0,95.85370380069155,45.28111717948906,178.83481252986508,19.20171730612243,55.45751608712264,36.50338646102234,15.845231575819668,extreme,2
2024-07-11,29.1,16.0,11.6,235.0,0.0,95.90499387965866,51.23894418748906,187.77681252986508,17.57030685177771,60.91973601757794,36.00600233241087,15.465091233365008,extreme,3
2024-07-12,23.1,36.0,6.9,72.0,0.0,93.07780211101112,54.87639391548906,195.63881252986508,9.391945606585217,64.51316936188164,24.223834680205147,7.667942124030033,extreme,2
2024-07-13,25.1,24.0,12.6,225.0,0.0,93.26773448789136,59.552846587489064,203.8608125298651,12.853702739807758,68.83478417700914,31.035494029693368,11.889367122198031,extreme,5
2024-07-14,22.8,38.0,8.7,94.0,0.0,91.99441671013716,63.03294279548906,211.66881252986508,8.829702836181555,72.26575974927253,24.588555788324587,7.873473162141932,extreme,1
2024-07-15,27.4,26.0,9.5,231.0,0.0,93.09604568013583,67.98605583548907,220.30481252986507,10.73403527997338,76.75535974099917,29.00485735951832,10.547319533604963,extreme,2
2024-07-16,27.1,27.0,11.0,217.0,0.0,93.14642531732198,72.82080145148907,228.88681252986507,11.658697069570376,81.12020804415404,31.514260754507053,12.215929389027803,extreme,4
2024-07-17,30.3,21.0,5.1,241.0,0.2,94.64760858264741,78.64663938748907,238.04481252986506,10.665403391649354,86.14256547913138,30.59171823429458,11.590115259376452,extreme,4
2024-07-18,25.3,33.0,2.3,123.0,0.0,93.5292973864996,82.80077231548907,246.30281252986507,7.933547087150035,89.97948246315511,25.542784148094775,8.422357602339646,extreme,6
2024-07-19,29.1,29.0,3.8,159.0,0.0,93.57982006188625,87.83655466748907,255.24481252986507,8.61686120322092,94.43182708989713,27.702356701039808,9.72351958263805,extreme,1
2024-07-20,26.9,29.0,3.6,71.0,0.0,93.63035941735164,92.50549194748906,263.7908125298651,8.590672517177385,98.5834763421116,28.229841307399095,10.053628591220122,extreme,3
2024-07-21,30.5,26.0,6.2,102.0,0.0,93.75035844219623,97.99736465148906,272.9848125298651,9.958009133128831,103.29311530909864,31.88494554598469,12.471409999787932,extreme,7
2024-07-22,30.0,28.0,4.3,245.0,0.0,93.80095410096676,103.25626020348906,282.0888125298651,9.112663516195612,107.8335700657499,30.6302352762085,11.615956926384504,extreme,3
2024-07-23,27.1,21.0,11.5,242.0,0.0,94.25155599747895,108.48838217148906,290.6708125298651,13.941882377300317,112.2437024140969,41.229221518991594,19.655404793128774,extreme,6
2024-07-24,26.8,17.0,11.7,248.0,0.0,95.10557934502337,113.92694256348906,299.1988125298651,15.837893936045528,116.73240483086171,45.439471560371686,23.346715744572563,extreme,4
2024-07-25,9.4,85.0,9.8,243.0,4.3,50.41677077403534,72.41219366449246,295.145815407198,0.28269508055341375,89.76572737408685,0.7289170145182279,0.015542079256928258,moderate,3
2024-07-26,14.3,41.0,12.3,235.0,0.0,75.40839002699371,74.54609528049247,301.423815407198,1.4570396928005587,92.12985940103626,6.805962705139481,0.8105567634781428,moderate,3
2024-07-27,15.5,44.0,9.1,226.0,0.0,83.95304051523547,76.72931665649247,307.91781540719796,2.8926791561072913,94.55425310955938,12.424039326997528,2.3518742160288535,moderate,2
2024-07-28,22.1,26.0,11.1,244.0,0.0,90.94836136912373,80.76132446449247,315.599815407198,8.589314818192047,98.50475401780726,28.21595824477447,10.044878940631015,extreme,2
2024-07-29,21.4,36.0,12.8,228.0,0.0,90.99803194759282,84.14325086449247,323.15581540719796,9.424011386132785,101.93315928436071,30.53854609599584,11.554482412592026,extreme,1
2024-07-30,17.6,55.0,8.2,240.0,0.0,88.57960927244112,86.11956410449247,330.027815407198,5.28591671225053,104.23788260290368,20.63543305681327,5.7734439484228375,high,1
2024-07-31,22.4,34.0,18.2,230.0,0.0,90.43798472304317,89.76218066449246,337.76381540719797,11.42068673013892,107.86223437155176,35.603435468383566,15.160362226346841,extreme,2
2024-08-01,26.9,25.0,17.0,224.0,0.0,93.09916752821509,94.09754666449246,345.60981540719797,15.670522477672085,111.97668788868657,44.39074764898978,22.401472046566866,extreme,5
2024-08-02,26.7,27.0,9.6,61.0,0.0,93.14954819608047,98.28716178849245,353.419815407198,10.869309616559406,115.9554119985462,35.53001639420635,15.105071174178219,extreme,2
2024-08-03,28.2,26.0,3.3,191.0,0.5,93.3434298124783,102.76332396049246,361.49981540719796,8.130106583570754,120.14370808540137,29.692179170738257,10.993737738620098,extreme,2
2024-08-04,21.8,44.0,4.8,61.0,0.0,91.17119487833304,105.41078746449246,368.42781540719795,6.454650850174835,122.90836979150126,25.580704798453006,8.44450193602556,extreme,2
2024-08-05,19.8,47.0,5.0,114.0,6.4,63.9311863847913,62.68995081213218,355.4921513147786,0.6487251705573049,87.01696447704722,2.7211000909468788,0.15998037072311924,moderate,3
2024-08-06,16.4,63.0,8.2,48.0,7.699999999999999,50.292895848802104,36.39644374650218,337.65349151040704,0.2569636142378055,57.34067936203732,0.47703268710761054,0.007338361626065118,moderate,8
2024-08-07,12.1,79.0,6.5,71.0,1.5,54.41766542955137,36.96871205850218,342.83549151040705,0.3668801513723752,58.237678699051784,0.6887634745949788,0.014058953536363173,moderate,5
2024-08-08,18.3,47.0,9.4,40.0,0.0,77.34402359304394,39.09138983050218,349.13349151040705,1.4350168239072296,61.08424728575262,5.008427546706147,0.471021112773134,moderate,3
2024-08-09,20.6,38.0,6.6,61.0,0.0,86.66445269546772,41.86891431450218,355.84549151040704,3.709011141427596,64.70483932546819,12.129408385394374,2.254057699293052,high,3
2024-08-10,22.0,34.0,4.6,193.0,0.0,89.77272076448074,45.01639003050218,362.80949151040704,5.232393798298795,68.71718752640817,16.388216446653114,3.839635492683269,high,6
2024-08-11,22.0,39.0,5.1,229.0,0.0,89.82200320479816,47.92542061650218,369.77349151040704,5.403942109829048,72.39386893496213,17.276421648227196,4.215626452557115,high,7
2024-08-12,21.1,36.0,5.8,222.0,2.9000000000000004,77.67334331389517,41.324454329218796,370.97368940559016,1.2284264233615387,64.64590250296489,4.448775647444601,0.38190434323261385,moderate,4
2024-08-13,20.9,43.0,14.3,223.0,0.0,86.58241113080332,43.9132871692188,377.7396894055902,5.404021140943652,68.04928017422341,16.70030084784443,3.9700036483532415,high,3
2024-08-14,15.2,68.0,5.7,214.0,0.0,85.51187385248447,44.9901095052188,383.4796894055902,3.01444246330007,69.57403192079121,10.70158322785386,1.805892619856417,high,8
2024-08-15,21.2,46.0,5.4,72.0,0.0,87.58647105269999,47.4761322372188,390.2996894055902,3.981365590790852,72.81054220440251,13.73417735089576,2.808533423390608,high,4
2024-08-16,14.8,88.0,6.4,75.0,17.799999999999997,29.265087326426244,20.6233059287224,331.01148884070057,0.003878303346957794,35.68787722986517,0.005152951149451664,2.4260964863396137e-06,moderate,6
2024-08-17,17.1,68.0,7.9,235.0,0.0,56.84517869130412,21.8256474327224,337.09348884070056,0.48663357741434704,37.569976938385835,0.6698889723000365,0.01338424600622431,moderate,1
2024-08-18,20.0,56.0,7.1,62.0,0.0,76.4597012226852,23.742292096722398,343.69748884070054,1.198408026998023,40.49175536442239,2.9442651651263065,0.18393232204641455,moderate,7
2024-08-19,25.1,23.0,8.4,214.0,0.0,90.89906327934915,27.907133700722397,351.21948884070054,7.444220260285711,46.564486366840306,17.29661836014185,4.224353305708272,extreme,2
2024-08-20,18.0,42.0,11.4,233.0,7.1000000000000005,66.61152678551329,17.78959799252936,336.1445179449645,0.9949229937048947,31.42188642196485,1.7253578648408474,0.07142414768355662,moderate,3
2024-08-21,9.8,91.0,3.1,219.0,9.9,23.12852148853729,8.990360002819848,310.41694859666256,0.0004797110394682305,16.766717161791856,0.0003897968183896344,2.513927086367534e-08,moderate,9
2024-08-22,18.0,42.0,5.2,110.0,0.0,61.199631901339146,11.277368790819848,316.6609485966626,0.5714449480871941,20.710784630824868,0.5295792461016334,0.008829308630765009,moderate,5
2024-08-23,20.8,42.0,4.0,71.0,5.1,62.703713886454466,9.143660403972188,310.7388217228204,0.5824935962272731,17.034217785490657,0.4779128630969462,0.007362344548847241,moderate,4
2024-08-24,13.4,43.0,15.6,237.0,9.7,56.276114368510626,5.9875983961389805,288.1322378547777,0.6846656233981654,11.383788204153161,0.44354493752551305,0.006451318795446961,moderate,5
2024-08-25,17.3,40.0,15.7,223.0,0.0,80.28678814128945,8.26676223613898,294.2502378547777,2.585487023785617,15.448487355510741,3.490335393492625,0.24856717663285807,moderate,4
2024-08-26,17.9,41.0,11.6,237.0,0.0,86.62540028885326,10.58102189613898,300.4762378547777,4.745421448938264,19.449774532084298,7.448640906190757,0.950922800796879,high,3
2024-08-27,15.2,52.0,10.2,218.0,1.8,77.03114762747249,10.926949110802495,306.2162378547777,1.4591418357421078,20.06400039625687,2.0102865367685445,0.09361285715406865,moderate,3
2024-08-28,5.9,93.0,5.4,212.0,20.6,18.131741925552646,4.689524250739737,248.34207319659242,8.14270173606873e-05,8.956239531403142,4.631936026507075e-05,5.793868339778852e-10,moderate,2
2024-08-29,16.5,55.0,13.6,220.0,0.0,57.57432893524566,6.324576570739737,254.3160731965924,0.6865676576259515,11.908757094543818,0.4561981870343894,0.006780640142820577,moderate,1
2024-08-30,20.0,43.0,7.1,222.0,0.0,79.62936103533788,8.807502612739736,260.9200731965924,1.5658305876786376,16.244177079553562,1.818276783212711,0.07837311210454918,moderate,3
2024-08-31,22.2,36.0,7.2,212.0,0.0,88.05670408360845,11.886025364739737,267.9200731965924,4.66295173944706,21.398715366909425,7.740667870355608,1.0179037900071544,high,5
2024-09-01,23.5,38.0,7.6,186.0,0.0,89.76012244442619,14.601430436739737,273.8540731965924,6.075307967185519,25.76808536065164,10.7591832304015,1.8231326614766135,extreme,2
2024-09-02,23.9,37.0,11.3,208.0,0.4,90.30850071061067,17.405497436739736,279.86007319659245,7.9186243363856486,30.126766817709715,14.431094536353251,3.0656926662806354,extreme,5
2024-09-03,21.1,46.0,9.9,209.0,0.0,89.93968759234124,19.539793004739735,285.36207319659246,6.99969410896228,33.36758257712132,13.83765484917912,2.846095824523831,extreme,5
2024-09-04,19.3,48.0,7.5,70.0,0.0,89.38707426779132,21.428398892739736,290.54007319659246,5.729811532582021,36.18487818500478,12.347313234655804,2.3262274083149155,high,2
2024-09-05,22.1,41.0,8.5,214.0,0.0,89.43622938678465,23.865355660739738,296.2220731965925,6.068589589599066,39.728766017853104,13.596506983931784,2.7588958995966224,extreme,3
2024-09-06,24.3,31.0,10.7,224.0,0.0,91.33714236317384,26.985614596739737,302.30007319659245,8.896931285532043,44.12409454623959,19.181016556033722,5.0728459234834915,extreme,6
2024-09-07,24.2,30.0,8.8,214.0,0.0,91.77482377195993,30.138632156739735,308.36007319659245,8.602729613358006,48.44091563689989,19.639097060312746,5.2892487032704505,extreme,6
2024-09-08,21.9,31.0,7.5,203.0,0.0,91.82476720727678,32.96406347673974,314.00607319659247,8.114450711231916,52.22246364446137,19.57037090094472,5.256531050407091,extreme,3
2024-09-09,23.6,23.0,16.3,229.0,1.4,90.1585042953927,36.35013016073974,319.95807319659247,9.971208242830476,56.61914365459643,23.63946307287649,7.343573913046542,extreme,2
2024-09-10,9.5,83.0,5.5,104.0,2.0999999999999996,64.60100931172462,32.55711791446008,323.37207319659245,0.6846014186360939,52.02063494183366,1.6539525132432802,0.06627575416316146,moderate,5
2024-09-11,12.1,82.0,4.7,108.0,5.3,38.79652395037194,20.763255299455878,313.66346314629385,0.03479262313712522,35.63009018516299,0.046176159225340664,0.00011764904937429865,moderate,2
2024-09-12,9.9,91.0,3.1,212.0,4.9,22.70051701721868,13.293671413451172,305.2667140025952,0.00041302634205009163,23.976984870019002,0.0004205190392617347,2.875209723532348e-08,moderate,4
2024-09-13,15.8,41.0,12.4,226.0,0.0,63.386102196837,15.068868369451172,309.8147140025952,0.9189694396336174,26.87040775778042,1.0733988775701002,0.030833023661795203,moderate,6
2024-09-14,12.4,63.0,7.4,234.0,0.0,74.60186567832338,15.958158189451172,313.7507140025952,1.0886902526311983,28.315784576407435,1.7892832326927843,0.07617472538153737,moderate,7
2024-09-15,14.0,45.0,6.4,220.0,0.0,82.79195868680145,17.436747169451174,317.9747140025952,2.1709760199911656,30.6690107520674,4.6631699885340065,0.4150827751768018,moderate,4
2024-09-16,16.5,31.0,11.5,218.0,0.0,88.55253105295398,19.598816353451173,322.64871400259517,6.217989574610073,34.02989437804804,12.74261209333582,2.4596673876331687,extreme,2
2024-09-17,16.2,45.0,6.4,49.0,0.0,88.60141064721668,21.292828893451173,327.2687140025952,4.842703958236269,36.62792289270533,10.849996071003174,1.8504581275450138,high,2
2024-09-18,19.4,39.0,4.8,179.0,0.0,89.10413711996716,23.519169073451174,332.4647140025952,4.801935005587528,39.96954008084541,11.321124326743744,1.9950483479472085,high,2
2024-09-19,17.0,34.0,11.0,229.0,2.3,79.61006424401164,22.03986247580779,337.2287140025952,1.902179551915573,37.88904929751165,4.723019064748753,0.42455872522878685,moderate,5
2024-09-20,4.1,91.0,6.5,210.0,4.0,40.72424313175697,15.19501025441292,330.4026367310478,0.055206765340006195,27.25627319119733,0.06114380870042255,0.0001933805572881974,moderate,7
2024-09-21,11.2,45.0,12.5,215.0,0.0,67.86950261824605,16.39942379441292,334.1226367310478,1.097237833681212,29.21412479122202,1.8804195403401445,0.08317634288018683,moderate,1
2024-09-22,15.3,48.0,12.6,228.0,0.0,81.13006115239992,17.91771480241292,338.58063673104783,2.4277208998453323,31.648346884194112,5.339122210194928,0.5274612496886314,moderate,2
2024-09-23,15.3,52.0,14.2,231.0,0.0,84.81874591379977,19.319214194412922,343.03863673104786,4.2041585657295615,33.86974628480662,9.216110798365781,1.3861757934470613,high,6
2024-09-24,20.9,40.0,11.2,221.0,0.0,88.43113638032959,21.66928939441292,348.50463673104787,6.018924570962246,37.50813528485866,13.092989328650951,2.5806410700944222,extreme,2
2024-09-25,23.6,27.0,22.8,220.0,0.5,91.95642088601788,24.879456510412922,354.45663673104787,17.87220383225684,42.33086171646904,30.635712197634273,11.619633509029319,extreme,3
2024-09-26,8.8,64.1,8.7,0.0,3.3,62.19262267881651,19.15501032629162,350.7908215292319,0.7193207819448644,33.708385988400416,0.9191055421460006,0.02342748320829727,moderate,2
2024-09-27,13.6,35.0,13.6,257.0,0.2,80.94400727987221,20.85614430629162,354.9428215292319,2.499849612873508,36.369661181100604,6.027345625163455,0.6537204842070937,moderate,3
2024-09-28,12.4,35.0,7.5,70.0,0.0,86.2611875875574,22.418410206291618,358.87882152923186,3.665985022538347,38.78048129771817,8.876857353322992,1.2971427142813303,high,2
2024-09-29,12.3,39.0,14.7,238.0,0.7,86.16499980700924,23.873676470291617,362.79682152923186,5.198411930970432,41.002050653990516,12.242682827496905,2.2914505160008223,high,5
2024-09-30,8.9,30.0,17.2,212.0,0.0,88.37553393876219,25.119928470291615,366.10282152923185,8.079020834444156,42.88374924242392,17.605182250784566,4.358656395786115,extreme,5
